,県名,料理名,説明
232,茨城県,パイタ焼き,サンマやイワシを叩いて味噌とねぎを入れて焼いた漁師料理である。「パイタ」とは、...
233,栃木県,しもつかれ／シモツカレ,栃木県を代表する郷土料理のひとつ。正月に食べた塩引き鮭の頭や、節分に煎った福豆...
234,栃木県,耳うどん,「耳うどん」は、佐野市葛生地区および宇都宮市城山地区に伝わる料理。うどんと言えば...
235,栃木県,干瓢の卵とじ,「干瓢の卵とじ」は、栃木県の特産品「かんぴょう」を用いた郷土料理である。栃木県は...
236,栃木県,芋ぐし／いも串,串に刺したさといもを焼き、焦げた味噌だれが香ばしい「芋ぐし」は、儀礼や行事に合わせて...
237,栃木県,さがんぼの煮つけ,海なし県栃木では、冷蔵庫が普及する以前、海の生魚といえばサガンボ（アブラツノザメ）...
238,栃木県,板台餅／ばんだい餅,栃木県日光市栗山地区に古くから伝わる郷土料理。もち米ではなく硬めに炊いたうるち...
239,栃木県,小麦まんじゅう,「小麦まんじゅう」は、小麦粉で作った皮で小豆あんを包み蒸したもの、単にまんじゅう...
240,栃木県,かてそば,ここで言う「かて」とは増量材のこと。だいこんやにらなどを加え、かさ（量）を増すこと...
241,栃木県,ちたけそば（うどん）,「ちたけうどん」は、ちたけとなすを炒めただし汁の中にうどんを入れた、平地林が広が...
242,栃木県,モロの煮付,「モロの煮付」は、茨城県北部や福島県、宮城県沖で獲れた「ネズミザメ（モウカザメ）...
243,栃木県,干瓢のごま酢あえ,数あるかんぴょう料理の中でも、「干瓢のごま酢あえ」は「干瓢の卵とじ」などと共に県...
244,栃木県,ゆず巻き,「ゆず巻き」は、だいこんでゆずの皮を巻いて、2～3日程甘酢に漬けた郷土料理。秋の祭り...
245,栃木県,五目飯,祭りや農家の休日など、特別な日などに作られる「五目飯」。かんぴょうをはじめ、干し...
246,栃木県,いなりずし,稲荷の神の使いとされるキツネの好物が油揚げとされ、油揚げを用いた寿司が稲荷社の供物...
247,栃木県,あいその甘露煮,「あいその甘露煮」は初春に獲れたウグイ（あいそ）を甘く煮詰めた栃木県の郷土料理で...
248,栃木県,揚げまき湯波の煮物,「揚げまき湯波の煮物」はゆばを巻いて揚げたものを味付けして煮た料理で、日光市を代表...
249,栃木県,ばっとう汁・だんご汁（すいとん）,野菜の入ったみそ汁に練った小麦粉や米粉を入れたものを一般には「すいとん」というが...
250,栃木県,かんぴょうのり巻き寿司,甘じょっぱく煮たかんぴょうを巻いた細巻き鮨や、卵、きゅうりと一緒に巻いた太巻き鮨...
251,栃木県,煮しめ,地域の祭りや各家庭で行う年中行事のほか、冠婚葬祭でも振る舞われる郷土料理。栃木...
252,栃木県,ニシンとタケノコの煮付け,身欠きにしんとたけのこを甘じょっぱく煮付けた料理。内陸部の栃木県は、新鮮な海産物...
253,栃木県,ぼた餅,彼岸の添え物として欠かせないごちそう。牡丹の花が咲く頃の春の彼岸では「ぼた餅」、萩...
254,栃木県,鮎めし,鮎と米を炊き込んだ「鮎めし」は、那珂川や鬼怒川など鮎の獲れる川筋の人々が昔から作...
255,栃木県,えび大根,寒くなると川エビが獲れる県南地域で、霜の便りを聞く頃に作る冬の料理。親戚や家を出...
256,栃木県,草餅,「草もち」は、餅草（よもぎ）を入れてついた餅で、餅草が芽を出し幾分育った3月中旬...
257,栃木県,白あえ,人寄せからハレの日だけでなく、普段の食事でも家庭料理の献立として多くの人々に親し...
258,栃木県,ちたけとなすの油炒め,栃木を代表するきのこ「ちたけ」となすを炒めた料理。「ちたけ」とは、「ちちたけ（乳...
259,栃木県,なすといんげんの油味噌,なすは夏から秋にかけての代表的な野菜である。夏季の気温が高くなる内陸栃木県は、な...
260,栃木県,どじょう汁,「どじょう汁」は夏に決まって作る料理のひとつ。厳しい夏場に暑さを乗り切ろうと食べ...
261,栃木県,焼き餅,おやつや間食が手作りの時代に、残りご飯に小麦粉や味噌を加えて丸めて押しつぶし、...
262,栃木県,切干し大根の煮物,切干し大根をかためにもどし、調味料を加えてゆっくり煮含めた料理。冬の栃木県は空っ...
263,群馬県,おきりこみ／おっきりこみ,群馬は小麦粉の名産地。水はけのよい田んぼや冬に吹く乾燥した冷風・からっ風の影響...
264,群馬県,すいとん,昔から米と麦の二毛作が行われてきた群馬では、特に小麦粉の生産が盛ん。それゆえに...
265,群馬県,炭酸まんじゅう,群馬は「ぐんま百名山」として100山を選定するほど、豊かな山脈が広がるエリア。...
266,群馬県,やきもち,群馬は利根川から流れる豊かな水源があるほか、日照時間は長く全国トップクラスである...
267,群馬県,あまねじ／あまだんご,米の収穫が終わった秋頃から、群馬では小麦を栽培して二毛作を盛んに行っている。その...
268,群馬県,しめ豆腐,食糧不足で肉や魚などが不足していた時代、大豆はたんぱく源として重宝されていた...
269,群馬県,かて飯,米が不足していた時代は、米の代わりを補うような料理がさまざまに考案されていた...
270,群馬県,ねぎぬた,群馬県で生産されている特産品の一つに、ねぎがある。根深ねぎや上州ねぎなども...
271,群馬県,まゆ玉,群馬は古くから養蚕業が盛んで、現在もオリジナルの蚕品種を使用した「ぐんまシルク...
272,群馬県,上州きんぴら,1983年、第38回国民体育大会「あかぎ国体」が群馬県で行われた。このとき群馬...
273,群馬県,群馬のうどん,粉食文化が根づく群馬で、主食として親しまれている「うどん」。各地域の気候や特色...
274,群馬県,こんにゃくの白和え,「こんにゃくの白和え」は豆腐とごまをすりつぶした衣でこんにゃくを和えた料理。白...
275,群馬県,すみつかれ,「しもつかれ」、「すみつかり」、「しみつかれ」などとも呼ばれる。正月に食べた鮭の...
276,群馬県,ざく煮,群馬ではもともと、秋のえびす講・正月えびす講(春えびす講)や節分などの行事に...
277,群馬県,花いんげんの煮豆,野菜やこんにゃく芋、フルーツなどさまざまな農畜産物を栽培している吾妻地域...
278,群馬県,なまずの天ぷら,群馬県の東毛にある板倉町は「群馬の水郷」と呼ばれるほど水源が豊か。現在も全国最大...
279,群馬県,鮎塩焼き,美しい河川が多くある群馬では、多様な川魚が豊かに育ち、それらを活かした郷土料理...
280,群馬県,鶏めし,農畜産物が豊富に生産されている群馬では、鶏肉もまた上質なものを育てている。特に...
281,群馬県,すき焼き,群馬には国内で初めてEUに輸出された「上州牛」や、甘楽郡下仁田町で栽培される太...
282,群馬県,ソースカツ丼,群馬は30種以上の銘柄豚が存在するほど、豚肉の名産地として知られている。県内で生...
283,群馬県,呉汁,農作物が豊富に育つ群馬では、風味豊かな大豆を多く生産している。県として「かぶら...
284,群馬県,じりやき,おきりこみやすいとん、炭酸まんじゅうなど、小麦粉を使った郷土料理を多く持つ群馬...
285,群馬県,こんにゃく味噌おでん,群馬の特産物と言えば、こんにゃく芋。収穫量は全国第1位（農林水産省「令和2年産...
286,群馬県,こしね汁,群馬県の南部にある富岡市は自然豊かな街。赤城山、榛名山とともに上毛三山と呼ばれ...
287,群馬県,ゆず巻き,冬の群馬は、山地を越えて降りてくる乾いた風「からっ風」が吹く。また、冬の時期は...
288,群馬県,焼きまんじゅう,小麦が盛んに生産されている群馬では、小麦粉を使った郷土料理が多く親しまれている...
289,群馬県,ぎゅうてん,小麦の生産が盛んな群馬では、小麦粉を使った料理がたくさん食べられている。もと...
290,埼玉県,埼玉のうどん,「麦踏み」など麦の収量を４～５倍に増加させる多収栽培方法の開発に尽力した権田愛...
291,埼玉県,呉汁,「呉汁」は、稲作や畑作を行っていた地域を中心に、埼玉県全域で愛されている郷土料...
292,埼玉県,冷や汁／すったて,それぞれの地域でとれる野菜や魚を使い、日本各地様々な場所で独自に発展してきた郷...
293,埼玉県,いがまんじゅう,鴻巣市（旧川里町）が発祥と言われる「いがまんじゅう」は、埼玉県北東部の主に穀倉...
294,埼玉県,塩あんびん,久喜市や加須市、行田市といった埼玉県北部から東部にかけての地域では、新米の収穫...
